PASSENGERS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,YEAR
202.00,AS,Alaska Airlines Inc.,12523,JNU,15841,WRG,2025
202.00,AS,Alaska Airlines Inc.,15841,WRG,12523,JNU,2025
202.00,G7,GoJet Airlines LLC d/b/a United Express,11066,CMH,12264,IAD,2025
202.00,GCA,"Global Crossing Airlines, Inc.",10561,BFL,14679,SAN,2025
202.00,MQ,Envoy Air,13891,ONT,14107,PHX,2025
202.00,OH,PSA Airlines Inc.,13795,OAJ,11057,CLT,2025
202.00,SY,Sun Country Airlines d/b/a MN Airlines,10590,IFP,11637,FAR,2025
202.00,SY,Sun Country Airlines d/b/a MN Airlines,12339,IND,13487,MSP,2025
202.00,WN,Southwest Airlines Co.,10800,BUR,11884,GEG,2025
202.00,WN,Southwest Airlines Co.,11433,DTW,14107,PHX,2025
202.00,WN,Southwest Airlines Co.,12992,LIT,14107,PHX,2025
202.00,WN,Southwest Airlines Co.,14307,PVD,11697,FLL,2025
202.00,XP,TEM Enterprises dba  Avelo Airlines,14685,SAV,12244,HVN,2025
202.00,YX,Republic Airline,11278,DCA,13495,MSY,2025
202.00,YX,Republic Airline,14122,PIT,11433,DTW,2025
202.00,ZW,Air Wisconsin Airlines Corp,10469,AZO,13930,ORD,2025
202.00,ZW,Air Wisconsin Airlines Corp,10685,BMI,13930,ORD,2025
203.00,8E,Bering Air Inc.,11845,GAM,13873,OME,2025
203.00,9E,Endeavor Air Inc.,10397,ATL,11193,CVG,2025
203.00,9X,"Southern Airways Express, dba Mokulele Airlines",12173,HNL,13109,LUP,2025
203.00,AS,Alaska Airlines Inc.,12819,KTN,15841,WRG,2025
203.00,DL,Delta Air Lines Inc.,14843,SJU,12451,JAX,2025
203.00,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,10204,AGN,12523,JNU,2025
203.00,MQ,Envoy Air,11298,DFW,14986,SRQ,2025
203.00,MX,Breeze Aviation Group DBA  Breeze,14635,RSW,12323,ILM,2025
203.00,OO,SkyWest Airlines Inc.,11298,DFW,11292,DEN,2025
203.00,OO,SkyWest Airlines Inc.,14869,SLC,14893,SMF,2025
203.00,SY,Sun Country Airlines d/b/a MN Airlines,11637,FAR,10590,IFP,2025
203.00,WN,Southwest Airlines Co.,13495,MSY,14831,SJC,2025
203.00,YX,Republic Airline,13487,MSP,14321,PWM,2025
204.00,2JQ,Delux Public Charter LLC,13796,OAK,14712,SCF,2025
204.00,9K,"Hyannis Air Service, Inc. dba Cape Air",14875,SLK,10721,BOS,2025
204.00,9X,"Southern Airways Express, dba Mokulele Airlines",12190,HOT,11298,DFW,2025
204.00,9X,"Southern Airways Express, dba Mokulele Airlines",13930,ORD,15454,UIN,2025
204.00,AN,"ADVANCED AIR, LLC",10140,ABQ,11085,CNM,2025
204.00,DL,Delta Air Lines Inc.,12191,HOU,14771,SFO,2025
204.00,F9,Frontier Airlines Inc.,11292,DEN,14635,RSW,2025
204.00,F9,Frontier Airlines Inc.,13487,MSP,10397,ATL,2025
204.00,F9,Frontier Airlines Inc.,14492,RDU,10792,BUF,2025
204.00,G4,Allegiant Air,10713,BOI,12889,LAS,2025
204.00,G4,Allegiant Air,11995,GSO,14112,PIE,2025
204.00,G7,GoJet Airlines LLC d/b/a United Express,12264,IAD,10792,BUF,2025
204.00,G7,GoJet Airlines LLC d/b/a United Express,12264,IAD,11057,CLT,2025
204.00,OO,SkyWest Airlines Inc.,13930,ORD,13198,MCI,2025
204.00,S2,Star Marianas Air Inc.,14955,SPN,14582,ROP,2025
204.00,WN,Southwest Airlines Co.,11259,DAL,12094,HDN,2025
204.00,WN,Southwest Airlines Co.,11884,GEG,14908,SNA,2025
204.00,WN,Southwest Airlines Co.,15304,TPA,13871,OMA,2025
204.00,YX,Republic Airline,15919,XNA,11278,DCA,2025
205.00,8E,Bering Air Inc.,12844,KVL,13970,OTZ,2025
205.00,9E,Endeavor Air Inc.,10529,BDL,13487,MSP,2025
205.00,AA,American Airlines Inc.,12892,LAX,11540,ELP,2025
205.00,DL,Delta Air Lines Inc.,10721,BOS,14685,SAV,2025
205.00,DL,Delta Air Lines Inc.,13422,MOB,10397,ATL,2025
205.00,G4,Allegiant Air,11540,ELP,12889,LAS,2025
205.00,G7,GoJet Airlines LLC d/b/a United Express,12264,IAD,14492,RDU,2025
205.00,GV,Grant Aviation,13894,OOK,10551,BET,2025
205.00,MQ,Envoy Air,14107,PHX,14570,RNO,2025
205.00,OO,SkyWest Airlines Inc.,14893,SMF,14869,SLC,2025
205.00,UA,United Air Lines Inc.,14635,RSW,13487,MSP,2025
205.00,WN,Southwest Airlines Co.,11986,GRR,10693,BNA,2025
205.00,WN,Southwest Airlines Co.,12889,LAS,11697,FLL,2025
205.00,WN,Southwest Airlines Co.,15304,TPA,11986,GRR,2025
205.00,XP,TEM Enterprises dba  Avelo Airlines,15023,STS,13891,ONT,2025
205.00,YX,Republic Airline,12264,IAD,10529,BDL,2025
205.00,YX,Republic Airline,13931,ORF,11433,DTW,2025
206.00,AS,Alaska Airlines Inc.,14256,PSG,12819,KTN,2025
206.00,DL,Delta Air Lines Inc.,14685,SAV,10721,BOS,2025
206.00,G7,GoJet Airlines LLC d/b/a United Express,12264,IAD,11433,DTW,2025
206.00,GCA,"Global Crossing Airlines, Inc.",10540,BED,13230,MDT,2025
206.00,GV,Grant Aviation,11227,CYF,10551,BET,2025
206.00,MQ,Envoy Air,13931,ORF,13930,ORD,2025
206.00,MQ,Envoy Air,14107,PHX,10713,BOI,2025
206.00,MX,Breeze Aviation Group DBA  Breeze,15919,XNA,13204,MCO,2025
206.00,OO,SkyWest Airlines Inc.,11193,CVG,11433,DTW,2025
206.00,QX,Horizon Air,14689,SBA,14747,SEA,2025
206.00,QX,Horizon Air,14908,SNA,14747,SEA,2025
206.00,SY,Sun Country Airlines d/b/a MN Airlines,13487,MSP,14082,PGD,2025
206.00,WN,Southwest Airlines Co.,11603,EUG,10800,BUR,2025
206.00,YV,Mesa Airlines Inc.,11481,ECP,12266,IAH,2025
206.00,YX,Republic Airline,10423,AUS,12264,IAD,2025
206.00,YX,Republic Airline,14730,SDF,13303,MIA,2025
206.00,ZW,Air Wisconsin Airlines Corp,12945,LEX,14100,PHL,2025
207.00,8V,Wright Air Service,10754,BRW,10225,AIN,2025
207.00,9X,"Southern Airways Express, dba Mokulele Airlines",12892,LAX,12363,IPL,2025
207.00,AS,Alaska Airlines Inc.,14256,PSG,10299,ANC,2025
207.00,B6,JetBlue Airways,14027,PBI,14635,RSW,2025
207.00,G4,Allegiant Air,12892,LAX,11884,GEG,2025
207.00,G7,GoJet Airlines LLC d/b/a United Express,11618,EWR,12339,IND,2025
207.00,G7,GoJet Airlines LLC d/b/a United Express,14122,PIT,12264,IAD,2025
207.00,G7,GoJet Airlines LLC d/b/a United Express,14492,RDU,12264,IAD,2025
207.00,MQ,Envoy Air,13303,MIA,12945,LEX,2025
207.00,MQ,Envoy Air,15370,TUL,13930,ORD,2025
207.00,OO,SkyWest Airlines Inc.,10849,BZN,13930,ORD,2025
207.00,OO,SkyWest Airlines Inc.,12266,IAH,10423,AUS,2025
207.00,X9,Omni Air International LLC,11995,GSO,14307,PVD,2025
208.00,8E,Bering Air Inc.,13942,ORV,13970,OTZ,2025
208.00,8E,Bering Air Inc.,15049,SVA,13873,OME,2025
208.00,9X,"Southern Airways Express, dba Mokulele Airlines",12207,HRO,11298,DFW,2025
208.00,DL,Delta Air Lines Inc.,10721,BOS,14685,SAV,2025
208.00,G7,GoJet Airlines LLC d/b/a United Express,12264,IAD,13230,MDT,2025
208.00,MQ,Envoy Air,13303,MIA,12945,LEX,2025
208.00,MQ,Envoy Air,13930,ORD,13495,MSY,2025
208.00,QX,Horizon Air,14679,SAN,14057,PDX,2025
208.00,QX,Horizon Air,14747,SEA,14107,PHX,2025
208.00,QX,Horizon Air,14747,SEA,14771,SFO,2025
208.00,UA,United Air Lines Inc.,11066,CMH,12264,IAD,2025
208.00,VC,Via Airlines d/b/a Sterling Airways,10299,ANC,10917,CDB,2025
208.00,WN,Southwest Airlines Co.,12191,HOU,11057,CLT,2025
208.00,WN,Southwest Airlines Co.,14747,SEA,12892,LAX,2025
208.00,WN,Southwest Airlines Co.,15304,TPA,13487,MSP,2025
208.00,YV,Mesa Airlines Inc.,11996,GSP,12266,IAH,2025
209.00,37Q,"Eastern Air Express, LLC (EAX)",14679,SAN,11540,ELP,2025
209.00,DL,Delta Air Lines Inc.,11433,DTW,11252,DAB,2025
209.00,DL,Delta Air Lines Inc.,13422,MOB,10397,ATL,2025
209.00,F9,Frontier Airlines Inc.,14057,PDX,14869,SLC,2025
209.00,MQ,Envoy Air,11298,DFW,15412,TYS,2025
209.00,QX,Horizon Air,14747,SEA,14771,SFO,2025
209.00,QX,Horizon Air,14747,SEA,14908,SNA,2025
209.00,WN,Southwest Airlines Co.,11278,DCA,14683,SAT,2025
209.00,X9,Omni Air International LLC,14307,PVD,11995,GSO,2025
209.00,YX,Republic Airline,11278,DCA,15096,SYR,2025
209.00,YX,Republic Airline,13303,MIA,15919,XNA,2025
209.00,YX,Republic Airline,15096,SYR,11278,DCA,2025
210.00,9E,Endeavor Air Inc.,11278,DCA,13487,MSP,2025
210.00,9X,"Southern Airways Express, dba Mokulele Airlines",14122,PIT,11441,DUJ,2025
210.00,AA,American Airlines Inc.,10423,AUS,14908,SNA,2025
210.00,AN,"ADVANCED AIR, LLC",12889,LAS,13194,MCE,2025
210.00,AS,Alaska Airlines Inc.,10299,ANC,10165,ADK,2025
210.00,AS,Alaska Airlines Inc.,15841,WRG,14747,SEA,2025
210.00,DL,Delta Air Lines Inc.,13204,MCO,10397,ATL,2025
210.00,DL,Delta Air Lines Inc.,14869,SLC,12892,LAX,2025
210.00,F9,Frontier Airlines Inc.,11292,DEN,13485,MSN,2025
210.00,GV,Grant Aviation,11336,DLG,15293,TOG,2025
210.00,MQ,Envoy Air,11278,DCA,12451,JAX,2025
210.00,MQ,Envoy Air,12339,IND,13303,MIA,2025
210.00,MQ,Envoy Air,15376,TUS,13930,ORD,2025
210.00,MX,Breeze Aviation Group DBA  Breeze,14307,PVD,12323,ILM,2025
210.00,NK,Spirit Air Lines,14635,RSW,10693,BNA,2025
210.00,OO,SkyWest Airlines Inc.,10397,ATL,11953,GNV,2025
210.00,OO,SkyWest Airlines Inc.,10397,ATL,12945,LEX,2025
210.00,OO,SkyWest Airlines Inc.,11298,DFW,10423,AUS,2025
210.00,OO,SkyWest Airlines Inc.,14771,SFO,12094,HDN,2025
210.00,QX,Horizon Air,10299,ANC,10754,BRW,2025
210.00,UA,United Air Lines Inc.,14679,SAN,14492,RDU,2025
210.00,WN,Southwest Airlines Co.,11042,CLE,15304,TPA,2025
210.00,WN,Southwest Airlines Co.,14635,RSW,14576,ROC,2025
210.00,YX,Republic Airline,10529,BDL,14100,PHL,2025
210.00,YX,Republic Airline,11278,DCA,12278,ICT,2025
211.00,8E,Bering Air Inc.,13873,OME,15049,SVA,2025
211.00,AA,American Airlines Inc.,14100,PHL,14321,PWM,2025
211.00,AN,"ADVANCED AIR, LLC",13194,MCE,12889,LAS,2025
211.00,AS,Alaska Airlines Inc.,10299,ANC,15841,WRG,2025
211.00,DL,Delta Air Lines Inc.,10397,ATL,13204,MCO,2025
211.00,G4,Allegiant Air,10408,ATW,11292,DEN,2025
211.00,MQ,Envoy Air,13342,MKE,13303,MIA,2025
211.00,MQ,Envoy Air,14107,PHX,11603,EUG,2025
211.00,MQ,Envoy Air,14524,RIC,11057,CLT,2025
211.00,OH,PSA Airlines Inc.,10693,BNA,11298,DFW,2025
211.00,OH,PSA Airlines Inc.,14100,PHL,14321,PWM,2025
211.00,OO,SkyWest Airlines Inc.,12478,JFK,13198,MCI,2025
211.00,OO,SkyWest Airlines Inc.,14747,SEA,12094,HDN,2025
211.00,QX,Horizon Air,12892,LAX,14057,PDX,2025
211.00,SY,Sun Country Airlines d/b/a MN Airlines,13487,MSP,12264,IAD,2025
211.00,WN,Southwest Airlines Co.,13796,OAK,13495,MSY,2025
211.00,WN,Southwest Airlines Co.,14107,PHX,11278,DCA,2025
211.00,YX,Republic Airline,10423,AUS,13930,ORD,2025
211.00,YX,Republic Airline,11278,DCA,15096,SYR,2025
211.00,YX,Republic Airline,11433,DTW,10721,BOS,2025
211.00,YX,Republic Airline,13303,MIA,11193,CVG,2025
211.00,YX,Republic Airline,13930,ORD,13495,MSY,2025
211.00,YX,Republic Airline,13930,ORD,14576,ROC,2025
211.00,ZW,Air Wisconsin Airlines Corp,10599,BHM,13930,ORD,2025
212.00,9E,Endeavor Air Inc.,13487,MSP,11278,DCA,2025
212.00,9K,"Hyannis Air Service, Inc. dba Cape Air",12197,HPN,12932,LEB,2025
212.00,AS,Alaska Airlines Inc.,15841,WRG,12819,KTN,2025
212.00,C5,CommuteAir LLC dba CommuteAir,11042,CLE,12264,IAD,2025
212.00,GCA,"Global Crossing Airlines, Inc.",12206,HRL,11540,ELP,2025
212.00,MQ,Envoy Air,13303,MIA,11042,CLE,2025
212.00,MQ,Envoy Air,13303,MIA,13342,MKE,2025
212.00,MQ,Envoy Air,13303,MIA,14524,RIC,2025
212.00,OO,SkyWest Airlines Inc.,12266,IAH,13198,MCI,2025
212.00,PT,Piedmont Airlines,13930,ORD,11986,GRR,2025
212.00,PT,Piedmont Airlines,13930,ORD,14633,RST,2025
212.00,SY,Sun Country Airlines d/b/a MN Airlines,10423,AUS,13487,MSP,2025
212.00,SY,Sun Country Airlines d/b/a MN Airlines,12264,IAD,13487,MSP,2025
212.00,X9,Omni Air International LLC,12206,HRL,13303,MIA,2025
212.00,YV,Mesa Airlines Inc.,12264,IAD,14027,PBI,2025
212.00,YX,Republic Airline,11278,DCA,10792,BUF,2025
212.00,ZW,Air Wisconsin Airlines Corp,11003,CID,13930,ORD,2025
213.00,9E,Endeavor Air Inc.,11433,DTW,10257,ALB,2025
213.00,9E,Endeavor Air Inc.,13487,MSP,11278,DCA,2025
213.00,9E,Endeavor Air Inc.,13931,ORF,11433,DTW,2025
213.00,9K,"Hyannis Air Service, Inc. dba Cape Air",10620,BIL,13862,OLF,2025
213.00,9X,"Southern Airways Express, dba Mokulele Airlines",14122,PIT,13032,LNS,2025
213.00,C5,CommuteAir LLC dba CommuteAir,12264,IAD,11066,CMH,2025
213.00,GCA,"Global Crossing Airlines, Inc.",11982,GRK,14533,RIV,2025
213.00,GV,Grant Aviation,10551,BET,14718,SCM,2025
213.00,MQ,Envoy Air,10713,BOI,14107,PHX,2025
213.00,MQ,Envoy Air,13303,MIA,13931,ORF,2025
213.00,OO,SkyWest Airlines Inc.,12441,JAC,14869,SLC,2025
213.00,OO,SkyWest Airlines Inc.,14057,PDX,12889,LAS,2025
213.00,OO,SkyWest Airlines Inc.,14771,SFO,11648,FCA,2025
213.00,OO,SkyWest Airlines Inc.,15016,STL,14107,PHX,2025
213.00,QX,Horizon Air,14869,SLC,14747,SEA,2025
213.00,SY,Sun Country Airlines d/b/a MN Airlines,15016,STL,13487,MSP,2025
213.00,WN,Southwest Airlines Co.,14986,SRQ,13342,MKE,2025
213.00,YV,Mesa Airlines Inc.,12266,IAH,11996,GSP,2025
213.00,YX,Republic Airline,13303,MIA,14122,PIT,2025
213.00,ZW,Air Wisconsin Airlines Corp,12992,LIT,13930,ORD,2025
214.00,37Q,"Eastern Air Express, LLC (EAX)",12206,HRL,11540,ELP,2025
214.00,9E,Endeavor Air Inc.,13198,MCI,12953,LGA,2025
214.00,9K,"Hyannis Air Service, Inc. dba Cape Air",10721,BOS,10414,AUG,2025
214.00,9K,"Hyannis Air Service, Inc. dba Cape Air",11908,GGW,10620,BIL,2025
214.00,9X,"Southern Airways Express, dba Mokulele Airlines",13032,LNS,14122,PIT,2025
214.00,F9,Frontier Airlines Inc.,11503,EGE,11298,DFW,2025
214.00,G4,Allegiant Air,15624,VPS,10721,BOS,2025
214.00,GCA,"Global Crossing Airlines, Inc.",13303,MIA,10185,AEX,2025
214.00,GCA,"Global Crossing Airlines, Inc.",14492,RDU,14730,SDF,2025
214.00,MQ,Envoy Air,11298,DFW,11433,DTW,2025
214.00,MQ,Envoy Air,13303,MIA,15919,XNA,2025
214.00,MQ,Envoy Air,13495,MSY,13930,ORD,2025
214.00,OH,PSA Airlines Inc.,14321,PWM,14100,PHL,2025
214.00,OO,SkyWest Airlines Inc.,10397,ATL,10208,AGS,2025
214.00,OO,SkyWest Airlines Inc.,11953,GNV,10397,ATL,2025
214.00,QX,Horizon Air,14057,PDX,12889,LAS,2025
214.00,UA,United Air Lines Inc.,11292,DEN,14685,SAV,2025
214.00,UA,United Air Lines Inc.,15016,STL,11618,EWR,2025
214.00,WN,Southwest Airlines Co.,13796,OAK,10693,BNA,2025
214.00,YX,Republic Airline,11278,DCA,15919,XNA,2025
214.00,YX,Republic Airline,11618,EWR,10423,AUS,2025
214.00,YX,Republic Airline,11996,GSP,11618,EWR,2025
214.00,YX,Republic Airline,14100,PHL,14122,PIT,2025
215.00,9K,"Hyannis Air Service, Inc. dba Cape Air",12932,LEB,12197,HPN,2025
215.00,AN,"ADVANCED AIR, LLC",11085,CNM,10140,ABQ,2025
215.00,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,14828,SIT,2025
215.00,MQ,Envoy Air,12451,JAX,11278,DCA,2025
215.00,MQ,Envoy Air,13930,ORD,12094,HDN,2025
215.00,OO,SkyWest Airlines Inc.,12266,IAH,10140,ABQ,2025
215.00,OO,SkyWest Airlines Inc.,12889,LAS,14057,PDX,2025
215.00,UA,United Air Lines Inc.,12264,IAD,10792,BUF,2025
215.00,WN,Southwest Airlines Co.,12992,LIT,14107,PHX,2025
215.00,WN,Southwest Airlines Co.,14262,PSP,11259,DAL,2025
215.00,YV,Mesa Airlines Inc.,12264,IAD,14321,PWM,2025
215.00,ZW,Air Wisconsin Airlines Corp,11067,CMI,13930,ORD,2025
215.00,ZW,Air Wisconsin Airlines Corp,14633,RST,13930,ORD,2025
216.00,9X,"Southern Airways Express, dba Mokulele Airlines",12878,LAF,13930,ORD,2025
216.00,AA,American Airlines Inc.,14107,PHX,13244,MEM,2025
216.00,B6,JetBlue Airways,11618,EWR,13495,MSY,2025
216.00,F9,Frontier Airlines Inc.,10721,BOS,11298,DFW,2025
216.00,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,14797,SGY,2025
216.00,MQ,Envoy Air,10140,ABQ,14107,PHX,2025
216.00,MQ,Envoy Air,13198,MCI,13303,MIA,2025
216.00,MQ,Envoy Air,13930,ORD,10849,BZN,2025
216.00,MQ,Envoy Air,14108,PIA,13930,ORD,2025
216.00,MX,Breeze Aviation Group DBA  Breeze,13204,MCO,15919,XNA,2025
216.00,OH,PSA Airlines Inc.,14122,PIT,11298,DFW,2025
216.00,OO,SkyWest Airlines Inc.,10800,BUR,10713,BOI,2025
216.00,OO,SkyWest Airlines Inc.,13198,MCI,13487,MSP,2025
216.00,OO,SkyWest Airlines Inc.,14711,SCE,13930,ORD,2025
216.00,QX,Horizon Air,14057,PDX,14679,SAN,2025
216.00,QX,Horizon Air,14107,PHX,14057,PDX,2025
216.00,QX,Horizon Air,14747,SEA,12889,LAS,2025
216.00,QX,Horizon Air,14771,SFO,14747,SEA,2025
216.00,SY,Sun Country Airlines d/b/a MN Airlines,11995,GSO,11973,GPT,2025
216.00,UA,United Air Lines Inc.,12892,LAX,12173,HNL,2025
216.00,WN,Southwest Airlines Co.,14492,RDU,10792,BUF,2025
216.00,WN,Southwest Airlines Co.,14685,SAV,12191,HOU,2025
216.00,WN,Southwest Airlines Co.,14893,SMF,11540,ELP,2025
216.00,YX,Republic Airline,11278,DCA,11252,DAB,2025
216.00,YX,Republic Airline,12992,LIT,11278,DCA,2025
217.00,7H,NEW PACIFIC AIRLINES,10299,ANC,15478,UNK,2025
217.00,8E,Bering Air Inc.,15861,WTK,13970,OTZ,2025
217.00,9E,Endeavor Air Inc.,11278,DCA,13487,MSP,2025
217.00,AN,"ADVANCED AIR, LLC",10140,ABQ,11085,CNM,2025
217.00,AS,Alaska Airlines Inc.,12892,LAX,13830,OGG,2025
217.00,G7,GoJet Airlines LLC d/b/a United Express,12264,IAD,14492,RDU,2025
217.00,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12175,HNS,12523,JNU,2025
217.00,MQ,Envoy Air,13303,MIA,11433,DTW,2025
217.00,OH,PSA Airlines Inc.,11298,DFW,10693,BNA,2025
217.00,OO,SkyWest Airlines Inc.,10397,ATL,11953,GNV,2025
217.00,OO,SkyWest Airlines Inc.,14107,PHX,11775,FSD,2025
217.00,PT,Piedmont Airlines,14100,PHL,12945,LEX,2025
217.00,QX,Horizon Air,14747,SEA,14869,SLC,2025
217.00,SY,Sun Country Airlines d/b/a MN Airlines,11973,GPT,15412,TYS,2025
217.00,WN,Southwest Airlines Co.,11603,EUG,10800,BUR,2025
217.00,X4,Air Excursions LLC,11997,GST,12523,JNU,2025
217.00,XP,TEM Enterprises dba  Avelo Airlines,10994,CHS,12244,HVN,2025
217.00,YX,Republic Airline,11433,DTW,11278,DCA,2025
217.00,YX,Republic Airline,14321,PWM,11278,DCA,2025
217.00,YX,Republic Airline,15304,TPA,11278,DCA,2025
218.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",11126,CPX,12553,JRV,2025
218.00,9K,"Hyannis Air Service, Inc. dba Cape Air",10620,BIL,11908,GGW,2025
218.00,9X,"Southern Airways Express, dba Mokulele Airlines",12264,IAD,13032,LNS,2025
218.00,AS,Alaska Airlines Inc.,15841,WRG,12523,JNU,2025
218.00,G7,GoJet Airlines LLC d/b/a United Express,14492,RDU,12264,IAD,2025
218.00,GCA,"Global Crossing Airlines, Inc.",12206,HRL,15295,TOL,2025
218.00,NK,Spirit Air Lines,12339,IND,13495,MSY,2025
218.00,OO,SkyWest Airlines Inc.,13502,MTJ,13930,ORD,2025
218.00,OO,SkyWest Airlines Inc.,14107,PHX,15016,STL,2025
218.00,QX,Horizon Air,10299,ANC,10754,BRW,2025
218.00,QX,Horizon Air,12889,LAS,14747,SEA,2025
218.00,QX,Horizon Air,14057,PDX,12892,LAX,2025
218.00,QX,Horizon Air,14747,SEA,14262,PSP,2025
218.00,QX,Horizon Air,14747,SEA,14689,SBA,2025
218.00,WN,Southwest Airlines Co.,10140,ABQ,14893,SMF,2025
218.00,WN,Southwest Airlines Co.,14893,SMF,14683,SAT,2025
219.00,9E,Endeavor Air Inc.,11278,DCA,12478,JFK,2025
219.00,9E,Endeavor Air Inc.,14492,RDU,11697,FLL,2025
219.00,9K,"Hyannis Air Service, Inc. dba Cape Air",10620,BIL,11908,GGW,2025
219.00,G7,GoJet Airlines LLC d/b/a United Express,11618,EWR,11042,CLE,2025
219.00,GCA,"Global Crossing Airlines, Inc.",10185,AEX,14843,SJU,2025
219.00,MQ,Envoy Air,10721,BOS,14730,SDF,2025
219.00,OO,SkyWest Airlines Inc.,12889,LAS,14747,SEA,2025
219.00,OO,SkyWest Airlines Inc.,14747,SEA,12889,LAS,2025
219.00,SY,Sun Country Airlines d/b/a MN Airlines,11057,CLT,11973,GPT,2025
219.00,WN,Southwest Airlines Co.,10140,ABQ,11278,DCA,2025
219.00,WN,Southwest Airlines Co.,12191,HOU,10279,AMA,2025
219.00,WN,Southwest Airlines Co.,14683,SAT,13796,OAK,2025
219.00,XP,TEM Enterprises dba  Avelo Airlines,10994,CHS,10529,BDL,2025
219.00,YX,Republic Airline,11278,DCA,11433,DTW,2025
219.00,YX,Republic Airline,11278,DCA,14193,PNS,2025
219.00,YX,Republic Airline,13303,MIA,15096,SYR,2025
219.00,YX,Republic Airline,14122,PIT,13303,MIA,2025
220.00,8E,Bering Air Inc.,13970,OTZ,10640,BKC,2025
220.00,9E,Endeavor Air Inc.,10397,ATL,11995,GSO,2025
220.00,9K,"Hyannis Air Service, Inc. dba Cape Air",10721,BOS,14875,SLK,2025
220.00,9X,"Southern Airways Express, dba Mokulele Airlines",14122,PIT,13032,LNS,2025
220.00,F9,Frontier Airlines Inc.,13930,ORD,11057,CLT,2025
220.00,GV,Grant Aviation,11336,DLG,15293,TOG,2025
220.00,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,12175,HNS,2025
220.00,KG,Key Lime Air Corp dba Denver Air Connection,13348,MKL,10397,ATL,2025
220.00,MQ,Envoy Air,10721,BOS,13303,MIA,2025
220.00,MQ,Envoy Air,11057,CLT,14524,RIC,2025
220.00,OO,SkyWest Airlines Inc.,11953,GNV,10397,ATL,2025
220.00,PT,Piedmont Airlines,13930,ORD,12339,IND,2025
220.00,QX,Horizon Air,12889,LAS,14057,PDX,2025
220.00,SY,Sun Country Airlines d/b/a MN Airlines,13198,MCI,13487,MSP,2025
220.00,SY,Sun Country Airlines d/b/a MN Airlines,14842,SJT,10590,IFP,2025
220.00,WN,Southwest Airlines Co.,13796,OAK,13342,MKE,2025
221.00,2JQ,Delux Public Charter LLC,15342,TSM,10800,BUR,2025
221.00,8V,Wright Air Service,10225,AIN,10754,BRW,2025
221.00,C5,CommuteAir LLC dba CommuteAir,12266,IAH,13244,MEM,2025
221.00,G7,GoJet Airlines LLC d/b/a United Express,13198,MCI,13930,ORD,2025
221.00,GCA,"Global Crossing Airlines, Inc.",10185,AEX,11540,ELP,2025
221.00,GCA,"Global Crossing Airlines, Inc.",13871,OMA,12206,HRL,2025
221.00,GCA,"Global Crossing Airlines, Inc.",15295,TOL,10185,AEX,2025
221.00,MQ,Envoy Air,13485,MSN,13303,MIA,2025
221.00,MX,Breeze Aviation Group DBA  Breeze,10529,BDL,14122,PIT,2025
221.00,OO,SkyWest Airlines Inc.,12094,HDN,14771,SFO,2025
221.00,SY,Sun Country Airlines d/b/a MN Airlines,15412,TYS,11973,GPT,2025
221.00,YX,Republic Airline,11193,CVG,11433,DTW,2025
221.00,YX,Republic Airline,13495,MSY,13930,ORD,2025
221.00,YX,Republic Airline,14027,PBI,11278,DCA,2025
221.00,YX,Republic Airline,15919,XNA,13303,MIA,2025
222.00,9E,Endeavor Air Inc.,15304,TPA,11193,CVG,2025
222.00,9K,"Hyannis Air Service, Inc. dba Cape Air",14875,SLK,10721,BOS,2025
222.00,C5,CommuteAir LLC dba CommuteAir,12264,IAD,10994,CHS,2025
222.00,F9,Frontier Airlines Inc.,11042,CLE,14492,RDU,2025
222.00,F9,Frontier Airlines Inc.,14057,PDX,14869,SLC,2025
222.00,GCA,"Global Crossing Airlines, Inc.",10185,AEX,11618,EWR,2025
222.00,GV,Grant Aviation,10551,BET,13894,OOK,2025
222.00,KAH,Kenmore Air Harbor,11588,ESD,10559,BFI,2025
222.00,MQ,Envoy Air,11278,DCA,12217,HSV,2025
222.00,OH,PSA Airlines Inc.,14100,PHL,12339,IND,2025
222.00,OO,SkyWest Airlines Inc.,10713,BOI,14262,PSP,2025
222.00,OO,SkyWest Airlines Inc.,12266,IAH,12953,LGA,2025
222.00,QX,Horizon Air,14057,PDX,14107,PHX,2025
222.00,SY,Sun Country Airlines d/b/a MN Airlines,11973,GPT,11140,CRP,2025
222.00,UA,United Air Lines Inc.,12441,JAC,13930,ORD,2025
222.00,WN,Southwest Airlines Co.,10821,BWI,13796,OAK,2025
223.00,9E,Endeavor Air Inc.,10397,ATL,11193,CVG,2025
223.00,AN,"ADVANCED AIR, LLC",11085,CNM,10140,ABQ,2025
223.00,AN,"ADVANCED AIR, LLC",13194,MCE,12127,HHR,2025
223.00,MQ,Envoy Air,13871,OMA,13303,MIA,2025
223.00,NK,Spirit Air Lines,13342,MKE,14635,RSW,2025
